,Department,CourseNumber,Credits,Prerequisites
3876,LAW,643,3,
3877,LAW,644,3,['LAW\xa0643']
3878,LAW,645,3,
3879,LAW,646,3,
3880,LAW,648,3,
3881,LAW,649,3,
3882,LAW,651,3,['LAW\xa0652']
3883,LAW,652,3,
3884,LAW,653,3,
3885,LAW,655,3,
3886,LAW,656,3,
3887,LAW,658,3,
3888,LAW,659,3,
3889,LAW,660,3,
3890,LAW,661,3,
3891,LAW,662,3,
3892,LAW,664,3,
3893,LAW,665,2-3,
3894,LAW,667,3,
3895,LAW,668,2-3,
3896,LAW,669,3,
3897,LAW,671,2-3,
3898,LAW,673,3,
3899,LAW,674,3,
3900,LAW,675,1-3,
3901,LAW,678,2-3,
3902,LAW,679,3,
3903,LAW,680,3,
3904,LAW,681,3,['LAW\xa0680']
3905,LAW,683,3,['LAW\xa0637']
3906,LAW,684,3,
3907,LAW,685,3,
3908,LAW,690,3,
3909,LAW,691,2,
3910,LAW,693,3,
3911,LAW,694,2-3,
3912,LAW,695,2-3,
3914,LAW,697,3,
3915,LAW,698,3,
3916,LAW,699,2,
3917,LAW,704,1-12,
3918,LAW,707,1-6,
3919,LAW,712,3,['LAW\xa0620']
3920,LAW,714,1-12,
3921,LAW,715,2,
3923,LAW,717,3,
3924,LAW,722,2,
3925,LAW,724,2-3,
3926,LAW,725,3,
3929,LAW,728,3,
3930,LAW,730,2,
3931,LAW,731,2,
3932,LAW,732,3,
3933,LAW,733,3,
3934,LAW,734,2,['LAW\xa0620']
3935,LAW,739,1-2,
3938,LAW,744,3,
3939,LAW,746,2-3,
3940,LAW,747,3,
3941,LAW,749,3,
3942,LAW,760,3,
3943,LAW,761,1-3,
3944,LAW,762,3,
3945,LAW,764,3,
3946,LAW,765,2,['LAW\xa0764']
3947,LAW,766,3,
3948,LAW,767,2,['LAW\xa0766']
3949,LAW,768,3,
3950,LAW,769,2,['LAW\xa0768']
3951,LAW,770,3,
3952,LAW,771,2,['LAW\xa0770']
3953,LAW,773,4,
3954,LAW,780,2,
3955,LAW,781,2,
3956,LAW,782,2-3,
3957,LAW,783,2,
3958,LAW,784,2,
3959,LAW,785,2,
3960,LAW,791,2,
3961,LAW,792,2,
3962,LAW,793,3,
3963,LAW,794,3,
3964,LAW,795,2,
3965,LAW,796,3,
3966,LIB,199,1-5,
3967,LIB,350,4,
3968,LIB,399,1-5,
3969,LIB,400,1-5,
3970,LIB,405,1-21,
3971,LIB,406,1-12,
3972,LIB,407,1-5,
3973,LIB,408,1-12,
3974,LIB,409,1-12,
3975,LIB,410,1-5,
3976,LIB,507,1-5,
3977,LIB,508,1-12,
3978,LIB,510,1-5,
3979,LIB,605,1-16,
3980,LIB,607,1-6,
3981,LIB,610,1-5,
3982,LING,101,4,
3983,LING,144,4,
3984,LING,150,4,
3985,LING,196,1-2,
3986,LING,198,1-2,
3987,LING,199,1-5,
3988,LING,199,4,
3989,LING,201,4,
3990,LING,211,4,
3991,LING,225,4,
3992,LING,294,4,
3993,LING,296,4,
3994,LING,297,4,
3995,LING,301,4,
3996,LING,302,4,
3997,LING,311,4,['LING\xa0301']
3998,LING,312,4,['LING\xa0301']
3999,LING,399,1-5,
4000,LING,401,1-21,
4001,LING,403,1-12,
4002,LING,404,1-12,
4003,LING,405,1-21,
4004,LING,406,1-21,
4005,LING,407,1-5,
4006,LING,408,1-21,
4007,LING,409,1-12,
4008,LING,410,1-5,
4009,LING,411,4,['LING\xa0311']
4010,LING,415,4,['LING\xa0301']
4011,LING,416,4,"['LING\xa0301', 'LING\xa0302']"
4012,LING,420,4,
4013,LING,430,4,['LING\xa0301']
4014,LING,431,4,
4015,LING,435,4,['LING\xa0312']
4016,LING,444,4,
4017,LING,450,4,['LING\xa0311']
4018,LING,451,4,['LING\xa0312']
4019,LING,460,4,['LING\xa0311']
4020,LING,491,4,"['LING\xa0301', 'LING\xa0302']"
4021,LING,493,4,"['LING\xa0301', 'LING\xa0302']"
4022,LING,494,4,
4023,LING,503,1-16,
4024,LING,507,1-5,
4025,LING,508,1-21,
4026,LING,510,1-5,
4027,LING,511,4,
4028,LING,515,4,
4029,LING,516,4,
4030,LING,520,4,
4031,LING,530,4,
4032,LING,531,4,
4033,LING,535,4,
4034,LING,544,4,
4035,LING,550,4,
4036,LING,551,4,
4037,LING,560,4,
4038,LING,591,4,
4039,LING,593,4,
4040,LING,594,4,
4041,LING,601,1-16,
4042,LING,603,1-16,
4043,LING,604,1-9,
4044,LING,605,1-16,
4045,LING,606,1-8,['LT 545']
4046,LING,607,1-5,"['LING\xa0550', 'LING 552']"
4047,LING,608,1-16,
4048,LING,609,1-16,
4049,LING,610,1-5,
4050,LING,614,4,['LING\xa0550']
4051,LING,615,4,['LING 452']
4052,LING,616,4,['LING\xa0515']
4053,LING,660,4,['LING 452']
4054,MGMT,199,1-5,
4055,MGMT,225,4,
4056,MGMT,250,4,
4057,MGMT,311,4,"['MATH\xa0241', 'BA\xa0308', 'BA\xa0308', 'MGMT\xa0311']"
4058,MGMT,311,4,"['MATH\xa0241', 'BA\xa0308', 'BA\xa0308', 'MGMT\xa0311']"
4059,MGMT,335,4,['BA\xa0101']
4060,MGMT,401,1-21,
4061,MGMT,405,1-12,
4062,MGMT,406,1-12,
4063,MGMT,407,4,
4064,MGMT,409,1-12,
4065,MGMT,410,1-4,
4066,MGMT,415,4,['MGMT\xa0311']
4067,MGMT,416,4,['MGMT\xa0311']
4068,MGMT,417,4,['MGMT\xa0311']
4069,MGMT,420,4,['MGMT\xa0311']
4070,MGMT,422,4,"['BA\xa0101', 'MGMT\xa0250', 'MGMT\xa0311']"
4071,MGMT,443,4,"['BA\xa0101', 'MGMT\xa0250']"
4072,MGMT,455,4,"['ACTG\xa0340', 'MGMT\xa0335', 'MKTG\xa0445']"
4073,MGMT,460,4,['MGMT\xa0335']
4074,MGMT,461,4,"['MGMT\xa0311', 'BA\xa0316']"
4075,MGMT,503,1-16,
4076,MGMT,510,1-4,
4077,MGMT,543,4,
4078,MGMT,560,4,
4079,MGMT,561,4,
4080,MGMT,601,1-16,
4081,MGMT,603,1-16,
4082,MGMT,605,1-16,
4083,MGMT,606,1-16,
4084,MGMT,607,1-5,
4085,MGMT,608,1-16,
4086,MGMT,609,1-12,
4087,MGMT,610,1-5,
4088,MGMT,612,3,
4089,MGMT,614,3,
4090,MGMT,615,3,
4091,MGMT,620,3,
4092,MGMT,623,3,
4093,MGMT,625,3,
4094,MGMT,635,3,
4095,MGMT,640,3,
4096,MGMT,641,3,
4097,MGMT,645,3,"['MGMT\xa0625', 'MGMT\xa0635']"
4098,MGMT,655,4,
4100,MKTG,199,1-5,
4101,MKTG,311,4,"['BA\xa0240', 'BA\xa0308', 'MKTG\xa0311']"
4102,MKTG,311,4,['MKTG\xa0311']
4103,MKTG,390,4,['MKTG\xa0311']
4104,MKTG,401,1-21,
4105,MKTG,405,1-12,
4106,MKTG,406,1-12,
4107,MKTG,407,4,
4108,MKTG,409,1-12,
4109,MKTG,410,1-4,
4110,MKTG,415,4,"['MKTG\xa0311', 'BA\xa0317']"
4111,MKTG,420,4,['MKTG\xa0311']
4112,MKTG,435,4,['MKTG\xa0311']
4113,MKTG,445,4,"['MKTG\xa0311', 'BA\xa0317', 'MGMT\xa0335']"
4114,MKTG,465,4,"['MKTG\xa0311', 'BA\xa0317']"
4115,MKTG,468,4,"['MGMT\xa0250', 'BA\xa0317', 'MKTG\xa0311']"
4116,MKTG,470,4,"['BA\xa0317', 'MKTG\xa0311', 'MKTG\xa0311']"
4117,MKTG,490,4,"['MKTG\xa0390', 'MKTG\xa0415']"
4118,MKTG,503,1-16,
4119,MKTG,510,1-4,
4120,MKTG,515,4,
4121,MKTG,565,4,
4122,MKTG,568,4,
4123,MKTG,601,1-16,
4124,MKTG,603,1-16,
4125,MKTG,605,1-16,
4126,MKTG,606,1-16,
4127,MKTG,607,1-5,
4128,MKTG,608,1-16,
4129,MKTG,609,1-12,
4130,MKTG,610,1-5,
4131,MKTG,612,3,
4132,MKTG,660,3,
4133,MKTG,665,3,
4134,MKTG,668,3,
4135,MKTG,687,3,
4136,MKTG,689,3,
4137,MATH,101,4,
4138,MATH,105,4,"['MATH\xa0101', 'MATH 105']"
4139,MATH,106,4,['MATH\xa0101']
4140,MATH,107,4,['MATH\xa0101']
4141,MATH,111,4,"['MATH\xa0101', 'MATH 111']"
4142,MATH,112,4,"['MATH\xa0111', 'MATH 112']"
4143,MATH,199,1-5,
4144,MATH,201,2,
4145,MATH,202,2,
4146,MATH,203,2,
4147,MATH,204,2,
4148,MATH,205,2,
4149,MATH,206,2,
4150,MATH,211,4,"['MATH\xa0101', 'MATH\xa0111']"
4151,MATH,212,4,['MATH\xa0211']
4152,MATH,213,4,['MATH\xa0212']
4153,MATH,231,4,['MATH\xa0251']
4154,MATH,232,4,['MATH\xa0231']
4155,MATH,241,4,"['MATH\xa0111', 'MATH\xa0246', 'MATH\xa0251']"
4156,MATH,242,4,"['MATH\xa0241', 'MATH\xa0247', 'MATH\xa0252']"
4157,MATH,246,4,"['MATH\xa0112', 'MATH\xa0241', 'MATH\xa0251']"
4158,MATH,247,4,"['MATH\xa0246', 'MATH\xa0242', 'MATH\xa0252']"
4159,MATH,251,4,"['MATH\xa0112', 'MATH\xa0241', 'MATH\xa0246']"
4160,MATH,252,4,"['MATH\xa0251', 'MATH\xa0242', 'MATH\xa0247']"
4161,MATH,253,4,['MATH\xa0252']
4162,MATH,256,4,['MATH\xa0253']
4163,MATH,261,4,
4164,MATH,281,4,['MATH\xa0253']
4165,MATH,282,4,['MATH\xa0281']
4166,MATH,307,4,"['MATH\xa0247', 'MATH\xa0252', 'MATH 262', 'PHIL\xa0225']"
4167,MATH,316,4,"['MATH\xa0253', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4168,MATH,317,4,['MATH\xa0316']
4169,MATH,320,4,"['MATH\xa0281', 'MATH\xa0342', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4170,MATH,341,4,"['MATH\xa0252', 'MATH\xa0253']"
4171,MATH,342,4,['MATH\xa0341']
4172,MATH,343,4,"['MATH\xa0252', 'DSCI\xa0345', 'MATH\xa0345']"
4173,MATH,345,4,"['MATH\xa0342', 'CS\xa0211', 'DSCI\xa0345', 'MATH\xa0343']"
4174,MATH,347,4,"['MATH\xa0253', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4175,MATH,348,4,['MATH\xa0347']
4176,MATH,351,4,"['MATH\xa0253', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4177,MATH,352,4,['MATH\xa0351']
4178,MATH,391,4,"['MATH\xa0341', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4179,MATH,392,4,['MATH\xa0391']
4180,MATH,394,4,"['MATH\xa0253', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4181,MATH,395,4,['MATH\xa0394']
4182,MATH,397,4,"['MATH\xa0253', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4183,MATH,399,1-5,
4184,MATH,401,1-21,
4185,MATH,403,1-4,
4186,MATH,405,1-4,
4187,MATH,407,1-4,
4188,MATH,410,1-5,
4189,MATH,411,4,"['MATH\xa0281', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4190,MATH,412,4,['MATH\xa0411']
4191,MATH,413,4,"['MATH\xa0282', 'MATH\xa0317']"
4192,MATH,414,4,['MATH\xa0413']
4193,MATH,415,4,['MATH\xa0414']
4194,MATH,421,4,"['MATH\xa0253', 'MATH\xa0256', 'MATH\xa0281', 'PHYS\xa0421']"
4195,MATH,422,4,"['MATH\xa0421', 'PHYS\xa0421']"
4196,MATH,425,4,"['MATH\xa0111', 'MATH 243', 'STAT\xa0243']"
4197,MATH,431,4,['MATH\xa0317']
4198,MATH,432,4,"['MATH\xa0281', 'MATH\xa0341', 'MATH\xa0431']"
4199,MATH,433,4,"['MATH\xa0282', 'MATH\xa0342', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4200,MATH,434,4,['MATH\xa0432']
4201,MATH,441,4,"['MATH\xa0342', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4202,MATH,444,4,"['MATH\xa0342', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4203,MATH,445,4,['MATH\xa0444']
4204,MATH,446,4,['MATH\xa0445']
4205,MATH,456,4,"['MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4206,MATH,458,4,['MATH\xa0341']
4207,MATH,461,4,"['MATH\xa0253', 'MATH 263', 'MATH\xa0232', 'MATH 262', 'MATH\xa0307']"
4208,MATH,462,4,['MATH\xa0461']
4209,MATH,463,4,"['MATH\xa0342', 'MATH\xa0462']"
4210,MATH,467,4,"['MATH\xa0341', 'MATH\xa0461']"
4211,MATH,497,4,"['MATH\xa0242', 'MATH\xa0247', 'MATH\xa0252', 'MATH 262', 'MATH\xa0320', 'STAT\xa0243', 'DSCI\xa0345', 'MATH\xa0345', 'MATH\xa0461', 'MATH\xa0467', 'BI\xa0497']"
4212,MATH,499,4,"['MATH\xa0242', 'MATH\xa0247', 'MATH\xa0252', 'MATH 262', 'MATH\xa0320', 'STAT\xa0243', 'DSCI\xa0345', 'MATH\xa0345', 'MATH\xa0461', 'MATH\xa0467', 'BI\xa0499']"
4213,MATH,503,1-12,
4214,MATH,507,1-4,
4215,MATH,510,1-5,
4216,MATH,511,4,
4217,MATH,512,4,['MATH\xa0511']
4218,MATH,513,4,
4219,MATH,514,4,['MATH\xa0513']
4220,MATH,515,4,['MATH\xa0514']
4221,MATH,521,4,
4222,MATH,522,4,['MATH 521']
4223,MATH,525,4,
4224,MATH,531,4,
4225,MATH,532,4,['MATH\xa0531']
4226,MATH,533,4,
4227,MATH,534,4,['MATH\xa0352']
4228,MATH,541,4,
4229,MATH,544,4,
4230,MATH,545,4,['MATH\xa0544']
4231,MATH,546,4,['MATH\xa0545']
4232,MATH,556,4,
4233,MATH,561,4,
4234,MATH,562,4,['MATH\xa0561']
4235,MATH,563,4,['MATH\xa0562']
4236,MATH,567,4,['MATH\xa0561']
4237,MATH,597,4,
4238,MATH,599,4,
4239,MATH,600,1-5,
4240,MATH,601,1-9,
4241,MATH,603,1-16,
4242,MATH,604,1-9,
4243,MATH,605,1-16,
4244,MATH,607,1-5,
4245,MATH,610,1-5,
4246,MATH,616,4-5,
4247,MATH,617,4-5,['MATH\xa0616']
4248,MATH,618,4-5,['MATH\xa0617']
4249,MATH,634,4-5,
4250,MATH,635,4-5,['MATH\xa0634']
4251,MATH,636,4-5,['MATH\xa0635']
4252,MATH,637,4-5,
4253,MATH,638,4-5,['MATH\xa0637']
4254,MATH,639,4-5,
4255,MATH,647,4-5,
4256,MATH,648,4-5,['MATH\xa0647']
4257,MATH,649,4-5,['MATH\xa0648']
4258,MATH,672,4-5,['MATH 671']
4259,MATH,673,4-5,['MATH\xa0672']
4260,MATH,681,4-5,
4261,MATH,682,4-5,
4262,MATH,683,4-5,
4263,MATH,684,4-5,
4264,MATH,685,4-5,
4265,MATH,686,4-5,
4266,MATH,690,4-5,
4267,MATH,691,4-5,
4268,MATH,692,4-5,
4269,MDVL,199,1-5,
4270,MDVL,399,1-5,
4271,MDVL,403,1-8,
4272,MDVL,405,1-5,
4273,MDVL,406,1-4,
4274,MDVL,408,1-4,
4275,MDVL,410,1-5,
4276,MDVL,503,1-8,
4277,MDVL,508,1-4,
4278,MDVL,510,1-5,
4279,MENA,111,4,
4280,MENA,199,1-5,
4281,MENA,200,4,
4282,MENA,299,1-5,
4283,MENA,399,1-5,
4284,MENA,401,1-5,
4285,MENA,404,1-12,
4286,MENA,405,1-5,
4287,MENA,407,1-5,
4288,MENA,409,1-12,
4289,MENA,410,1-5,
4290,MIL,121,2,
4291,MIL,122,2,
4292,MIL,123,2,
4294,MIL,141,3,
4296,MIL,199,1-5,
4297,MIL,221,2,
4298,MIL,222,2,
4299,MIL,223,2,
4300,MIL,321,4,
4301,MIL,322,4,['MIL\xa0223']
4302,MIL,323,4,['MIL\xa0223']
4304,MIL,405,1-3,
4305,MIL,410,1-4,
4306,MIL,421,4,['MIL\xa0323']
4307,MIL,422,4,['MIL\xa0323']
4308,MIL,423,4,['MIL\xa0323']
4309,ANTM,196,1-12,
4310,ANTM,198,1-12,
4311,ANTM,199,1-5,
4312,ANTM,299,1-5,
4313,ANTM,399,1-5,
4314,ANTM,401,1-21,
4315,ANTM,403,1-12,
4316,ANTM,404,1-12,
4317,ANTM,405,1-12,
4318,ANTM,406,1-12,
4319,ANTM,407,1-5,
4320,ANTM,408,1-21,
4321,ANTM,409,1-12,
4322,ANTM,410,1-5,
4323,ANTM,503,1-16,
4324,ANTM,508,1-21,
4325,ANTM,510,1-5,
4326,ANTM,601,1-16,
4327,ANTM,603,1-16,
4328,ANTM,605,1-16,
4329,ANTM,606,1-16,
4330,ANTM,609,1-12,
4331,MUS,125,4,
4332,MUS,126,3,
4333,MUS,131,2,['MUS\xa0134']
4334,MUS,132,2,"['MUS\xa0131', 'MUS\xa0134', 'MUS\xa0137']"
4335,MUS,133,2,"['MUS\xa0132', 'MUS\xa0135', 'MUS\xa0138']"
4336,MUS,134,2,['MUS\xa0131']
4337,MUS,135,2,"['MUS\xa0131', 'MUS\xa0134', 'MUS\xa0137']"
4338,MUS,136,2,"['MUS\xa0132', 'MUS\xa0135', 'MUS\xa0138']"
4342,MUS,141,4,
4343,MUS,142,4,['MUS\xa0141']
4344,MUS,143,4,['MUS\xa0142']
4345,MUS,151,4,
4346,MUS,155,2,
4347,MUS,156,2,['MUS\xa0155']
4348,MUS,198,1-2,
4349,MUS,199,1-5,
4350,MUS,227,4,
4351,MUS,231,2,"['MUS\xa0133', 'MUS\xa0136', 'MUS\xa0139']"
4352,MUS,232,2,['MUS\xa0231']
4353,MUS,233,2,['MUS\xa0232']
4354,MUS,234,2,"['MUS\xa0133', 'MUS\xa0136', 'MUS\xa0139']"
4355,MUS,235,2,['MUS\xa0234']
4356,MUS,240,3,"['MUS\xa0133', 'MUS\xa0136', 'MUS\xa0139']"
4357,MUS,241,3,
4358,MUS,242,3,['MUS\xa0241']
4359,MUS,249,3,"['MUS\xa0131', 'MUS\xa0134', 'MUS\xa0132', 'MUS\xa0151']"
4360,MUS,250,4,
4361,MUS,263,4,
4362,MUS,264,4,
4363,MUS,265,4,
4364,MUS,267,4,"['MUS\xa0133', 'WR\xa0121']"
4365,MUS,268,4,['WR\xa0121']
4366,MUS,269,4,['WR\xa0121']
4367,MUS,270,4,
4368,MUS,281,4,
4369,MUS,327,3,['MUS\xa0233']
4370,MUS,340,3,['MUS\xa0242']
4371,MUS,341,3,['MUS\xa0340']
4372,MUS,342,3,['MUS\xa0341']
4373,MUS,346,4,
4374,MUS,351,4,
4375,MUS,358,4,
4376,MUS,359,4,
4377,MUS,360,4,
4378,MUS,363,4,
4379,MUS,367,4,
4380,MUS,380,4,
4381,MUS,384,2,['MUS\xa0233']
4382,MUS,391,1-3,
4383,MUS,393,2,"['MUS\xa0447', 'MUS\xa0448']"
4384,MUS,394,1-2,
4385,MUS,395,1-2,
4386,MUS,396,1-2,
4387,MUS,397,2,
4388,MUS,398,2,
4389,MUS,399,1-5,
4390,MUS,401,1-21,
4391,MUS,402,1-12,
4392,MUS,403,1-12,
4393,MUS,404,1-12,
4394,MUS,405,1-5,
4395,MUS,407,1-5,
4396,MUS,408,1-21,
4397,MUS,409,1-12,
4398,MUS,410,1-5,
4399,MUS,416,3,['MUS\xa0327']
4400,MUS,417,3,['MUS\xa0416']
4401,MUS,421,2,['MUP 271']
4402,MUS,422,2,['MUS\xa0421']
4403,MUS,423,2,['MUS\xa0422']
4404,MUS,428,3,"['WR\xa0122', 'WR\xa0123']"
4405,MUS,430,3,['MUS\xa0327']
4406,MUS,431,3,['MUS\xa0327']
4407,MUS,432,3,['MUS\xa0327']
4408,MUS,433,4,"['MUS\xa0233', 'MUS 236']"
4409,MUS,434,4,['MUS\xa0433']
4410,MUS,435,4,['MUS\xa0434']
4411,MUS,436,2,
4413,MUS,440,3,['MUS\xa0342']
4414,MUS,441,3,['MUS\xa0440']
4415,MUS,442,3,['MUS\xa0441']
4416,MUS,445,3,"['MUS\xa0447', 'MUS\xa0448', 'MUS\xa0476']"
4417,MUS,447,4,
4418,MUS,448,3,
4419,MUS,450,3,['MUS\xa0448']
4420,MUS,451,4,
4421,MUS,452,4,
4422,MUS,455,3,['MUS\xa0156']
4423,MUS,456,3,['MUS\xa0156']
4424,MUS,462,4,
4425,MUS,463,4,"['MUS\xa0263', 'MUS\xa0264', 'MUS\xa0265']"
4426,MUS,467,3,['MUS\xa0269']
4427,MUS,468,3,['MUS\xa0269']
4428,MUS,470,3,
4429,MUS,471,3,
4430,MUS,474,4,"['MUS\xa0268', 'MUS\xa0133']"
4431,MUS,475,4,['MUS\xa0269']
4432,MUS,476,3,
4433,MUS,477,3,['MUS\xa0476']
4434,MUS,478,3,['MUS\xa0476']
4435,MUS,479,4,
4436,MUS,480,3,
4437,MUS,481,3,
4438,MUS,482,3,['MUS\xa0481']
4439,MUS,483,4,
4440,MUS,484,3,"['MUP 140', 'MUE\xa0387', 'MUE\xa0406']"
4441,MUS,486,3,['MUE\xa0387']
4442,MUS,487,4,
4443,MUS,488,3,
4444,MUS,489,3,"['MUS\xa0232', 'MUS\xa0235']"
4445,MUS,490,2,
4446,MUS,499,3,
4447,MUS,503,1-16,
4448,MUS,507,1-5,
4449,MUS,508,1-21,
4450,MUS,510,1-5,
4451,MUS,516,3,
4452,MUS,517,3,"['MUS\xa0416', 'MUS\xa0516']"
4453,MUS,521,2,
4454,MUS,522,2,"['MUS\xa0421', 'MUS\xa0521']"
4455,MUS,523,2,"['MUS\xa0422', 'MUS\xa0522']"
4456,MUS,528,3,
4457,MUS,530,3,
4458,MUS,531,3,
4459,MUS,532,3,
4460,MUS,533,4,
4461,MUS,534,4,"['MUS\xa0433', 'MUS\xa0533']"
4462,MUS,535,4,"['MUS\xa0434', 'MUS\xa0534']"
4463,MUS,536,2,
4465,MUS,540,3,
4466,MUS,541,3,
4467,MUS,542,3,
4468,MUS,548,3,
4469,MUS,550,3,"['MUS\xa0448', 'MUS 558']"
4470,MUS,551,4,
4471,MUS,552,4,
4472,MUS,555,3,
4473,MUS,556,3,
4474,MUS,562,4,
4475,MUS,563,4,
4476,MUS,567,3,
4477,MUS,568,3,
4478,MUS,570,3,
4479,MUS,571,3,
4480,MUS,574,4,
4481,MUS,575,4,
4482,MUS,576,3,
4483,MUS,577,3,['MUS\xa0576']
4484,MUS,578,3,
4485,MUS,579,4,
4486,MUS,580,3,
4487,MUS,581,3,
4488,MUS,582,3,['MUS\xa0581']
4489,MUS,583,4,
4490,MUS,584,3,"['MUP 140', 'MUE\xa0387', 'MUE\xa0606']"
4491,MUS,587,4,
4492,MUS,588,3,
4493,MUS,589,3,
4494,MUS,590,2,
4495,MUS,601,1-16,
4496,MUS,603,1-16,
4497,MUS,604,1-12,
4498,MUS,605,1-16,
4499,MUS,607,1-5,
4500,MUS,608,1-16,
4501,MUS,609,1-16,
4502,MUS,610,1-5,
4503,MUS,611,3,
4504,MUS,614,4,
4505,MUS,615,3,
4506,MUS,620,3,
4507,MUS,621,3,
4508,MUS,622,3,
4509,MUS,623,3,['MUS\xa0622']
4510,MUS,624,2,
4511,MUS,625,2,
4512,MUS,626,2,
4513,MUS,627,3,
4514,MUS,628,3,
4515,MUS,629,3,
4516,MUS,630,3,
4517,MUS,631,3,
4518,MUS,632,3,
4519,MUS,634,3,
4520,MUS,640,3,"['MUS\xa0442', 'MUS\xa0542', 'MUS\xa0538']"
4521,MUS,641,3,"['MUS\xa0640', 'MUS\xa0538']"
4522,MUS,642,3,"['MUS\xa0641', 'MUS\xa0538']"
4523,MUS,643,3,
4524,MUS,645,3,"['MUS 547', 'MUS\xa0548', 'MUS\xa0576']"
4525,MUS,650,3,
4526,MUS,651,3,['MUS\xa0650']
4527,MUS,652,1-3,['MUS\xa0651']
4528,MUS,660,3,
4529,MUS,661,3,
4530,MUS,662,3,
4531,MUS,663,3,
4532,MUS,664,3,
4533,MUS,665,3,
4534,MUS,670,4,
4535,MUS,671,4,['MUS\xa0551']
4536,MUS,672,4,
4537,MUS,680,3,
4538,MUS,681,3,
4539,MUS,682,3,
4540,MUS,683,4,
4541,MUS,684,4,
4542,MUS,691,1-3,
4543,MUS,693,2,"['MUS 547', 'MUS\xa0548']"
4544,MUS,694,1-2,
4545,MUS,695,1-2,
4546,MUS,696,1-2,
4547,MUS,697,2,
4548,MUS,698,2,
4550,MUE,199,1-5,
4551,MUE,326,3,
4556,MUE,401,1-21,
4557,MUE,403,1-12,
4558,MUE,404,1-12,
4559,MUE,405,1-4,
4560,MUE,406,1-12,
4561,MUE,407,1-5,
4562,MUE,408,1-21,
4563,MUE,409,1-12,
4564,MUE,410,1-5,
4565,MUE,411,3,"['MUP 300', 'MUE\xa0392', 'MUS\xa0486', 'MUE\xa0388', 'MUE\xa0406']"
4566,MUE,412,3,['MUP 300']
4567,MUE,413,3,"['MUP 300', 'MUS\xa0484', 'MUE\xa0388', 'MUE 488']"
4568,MUE,420,3,['MUE\xa0412']
4569,MUE,429,3,
4570,MUE,430,3,
4571,MUE,432,3,
4572,MUE,438,3,
4573,MUE,442,3,['MUE\xa0387']
4574,MUE,450,2,
4575,MUE,455,3,
4576,MUE,456,3,
4577,MUE,459,2,
4578,MUE,460,2,['MUE\xa0459']
4579,MUE,463,2,
4580,MUE,464,2,
4583,MUE,471,3,
4584,MUE,472,2,"['MUE\xa0471', 'MUE\xa0409']"
4585,MUE,473,2,"['MUE\xa0472', 'MUE\xa0409']"
4587,MUE,491,3,
4588,MUE,503,1-16,
4589,MUE,507,1-5,
4590,MUE,508,1-21,
4591,MUE,510,1-5,
4592,MUE,511,3,"['MUP 300', 'MUE\xa0392', 'MUS\xa0486', 'MUE\xa0388', 'MUE 488']"
4593,MUE,512,3,
4594,MUE,513,3,"['MUP 300', 'MUS\xa0484', 'MUS\xa0584', 'MUE\xa0388', 'MUE 488']"
4595,MUE,520,3,
4596,MUE,529,3,
4597,MUE,530,3,
4598,MUE,532,3,
4599,MUE,538,3,
4600,MUE,542,3,['MUE\xa0386']
4601,MUE,550,2,
4602,MUE,555,3,
4603,MUE,556,3,
4604,MUE,559,2,
4605,MUE,560,2,['MUE\xa0559']
4606,MUE,563,2,
4607,MUE,564,2,
4610,MUE,571,3,
4611,MUE,572,2,"['MUE\xa0471', 'MUE\xa0571', 'MUE\xa0609']"
4612,MUE,573,2,"['MUE\xa0472', 'MUE\xa0572', 'MUE\xa0609']"
4613,MUE,591,3,
4614,MUE,601,1-16,
4615,MUE,603,1-16,
4616,MUE,604,1-12,
4617,MUE,605,1-16,
4618,MUE,606,1-16,
4619,MUE,607,1-5,
4620,MUE,608,1-16,
4621,MUE,609,1-12,
4622,MUE,610,1-5,
4623,MUE,612,3,
4625,MUE,639,3,
4626,MUE,641,3,
4627,MUE,647,3,
4628,MUE,649,3,
4629,MUJ,180,2,
4630,MUJ,181,2,['MUJ\xa0180']
4631,MUJ,182,2,['MUJ\xa0181']
4632,MUJ,199,1-5,
4633,MUJ,270,2,
4634,MUJ,271,2,['MUJ\xa0270']
4635,MUJ,272,2,['MUJ\xa0271']
4636,MUJ,273,2,['MUJ\xa0270']
4637,MUJ,274,2,['MUJ\xa0273']
4638,MUJ,275,2,"['MUJ\xa0180', 'MUJ\xa0181', 'MUJ\xa0182']"
4639,MUJ,276,2,"['MUJ\xa0180', 'MUJ\xa0181', 'MUJ\xa0182']"
4640,MUJ,350,4,
4641,MUJ,351,4,
4644,MUJ,392,1-2,
4645,MUJ,395,1-2,
4646,MUJ,399,1-5,
